release_year,runtime,seasons,imdb_score,type,title
2013,119,0.0,3.1,MOVIE,Garden of Hedon
2013,75,0.0,8.0,MOVIE,Keiko The Untold Story of the Star of Free Willy
2014,95,0.0,6.9,MOVIE,Eat With Me
2014,58,1.0,6.3,SHOW,A New Leaf
2013,88,0.0,5.0,MOVIE,Enter the Dangerous Mind
2013,90,0.0,5.0,MOVIE,Deep Dark Canyon
2014,111,0.0,6.4,MOVIE,Next Time I'll Aim for the Heart
2013,104,0.0,5.8,MOVIE,Underdogs
2014,96,0.0,5.8,MOVIE,Leading Lady
2013,101,0.0,5.7,MOVIE,Savannah
2014,51,1.0,6.6,SHOW,One Child
2014,133,0.0,6.0,MOVIE,Humpty Sharma Ki Dulhania
2013,86,0.0,6.9,MOVIE,Tattoo Nation
2014,100,0.0,6.0,MOVIE,Rise
2013,89,0.0,6.4,MOVIE,Test
2014,88,0.0,5.5,MOVIE,A Fighting Man
2013,96,0.0,3.4,MOVIE,Love of My Life
2014,90,0.0,5.2,MOVIE,A Fine Step
2014,41,0.0,7.1,MOVIE,Jeff Dunham: All Over the Map
2013,100,0.0,5.9,MOVIE,Crazy Kind of Love
2014,89,0.0,5.3,MOVIE,The Forgotten
2014,79,0.0,2.7,MOVIE,Wormwood's End
2013,85,0.0,5.5,MOVIE,The Surrogacy Trap
2014,109,0.0,6.0,MOVIE,Autumn Wanderer
2013,54,0.0,6.0,MOVIE,William The Conqueror
2014,118,0.0,6.1,MOVIE,Daawat-e-Ishq
2013,21,1.0,6.1,SHOW,The Rev
2013,22,1.0,6.7,SHOW,Tenkai Knights
2013,24,6.0,5.5,SHOW,Big Freedia: Queen of Bounce
2014,52,0.0,6.0,MOVIE,Ivan the Terrible
2013,96,0.0,7.7,MOVIE,Swing Lowe Sweet Chariote
2014,90,0.0,5.4,MOVIE,The March Sisters at Christmas
2013,101,0.0,6.4,MOVIE,Mere Dad Ki Maruti
2013,95,0.0,4.3,MOVIE,Ice Soldiers
2013,83,0.0,7.4,MOVIE,God Loves Uganda
2013,85,0.0,3.1,MOVIE,The Zombie King
2013,105,0.0,5.5,MOVIE,Dark Sea
2013,58,0.0,6.5,MOVIE,Brian Posehn: The Fartist
2014,106,0.0,4.7,MOVIE,The Christmas Dragon
2013,105,0.0,5.5,MOVIE,Hot Guys with Guns
2013,90,0.0,7.3,MOVIE,Marc Maron: Thinky Pain
2013,87,0.0,5.1,MOVIE,The Carpenter's Miracle
2014,95,0.0,6.2,MOVIE,"Lady, You Shot Me: The Life and Death of Sam Cooke"
2014,24,6.0,6.6,SHOW,Future Card Buddyfight
2014,91,0.0,6.1,MOVIE,Old Goats
2013,99,0.0,3.4,MOVIE,Ingloda: The Possession Within
2014,78,0.0,5.9,MOVIE,The Snow Queen 2: Refreeze
2013,60,0.0,5.6,MOVIE,Rob Schneider: Soy Sauce and the Holocaust
2013,91,0.0,4.9,MOVIE,The Nightmare Nanny
2013,55,0.0,8.3,MOVIE,Lincoln@Gettysburg
2013,120,0.0,3.2,MOVIE,Nasha
2013,112,0.0,6.2,MOVIE,Gold
2014,165,0.0,6.4,MOVIE,Gajakessari
2013,90,0.0,6.3,MOVIE,Redwood Highway
2013,75,0.0,5.8,MOVIE,Four
2014,96,0.0,5.3,MOVIE,Captain Sabertooth and the Treasure of Lama Rama
2013,169,0.0,7.4,MOVIE,Atharintiki Daaredi
2013,60,0.0,7.6,MOVIE,Doug Stanhope: Beer Hall Putsch
2014,59,0.0,7.8,MOVIE,West by Orphan Train
2013,58,0.0,7.2,MOVIE,Jim Breuer: And Laughter for All
2014,56,0.0,7.7,MOVIE,Escape From a Nazi Death Camp
2014,91,0.0,5.4,MOVIE,Lost in the White City
2014,105,0.0,6.1,MOVIE,1480: Radio Pirates
2014,75,0.0,6.5,MOVIE,Tiger Orange
2014,21,4.0,8.0,SHOW,Xploration Earth 2050
2014,127,0.0,4.5,MOVIE,Kill Dil
2014,95,0.0,6.8,MOVIE,Hard to Get
2013,65,0.0,4.8,MOVIE,Asylum: the Lost Footage
2014,87,0.0,4.2,MOVIE,House of the Witchdoctor
2014,109,0.0,6.9,MOVIE,How to Steal a Dog
2014,82,0.0,8.0,MOVIE,Calamity Jane: Legend of The West
2014,80,0.0,5.8,MOVIE,All the Wilderness
2013,84,0.0,5.0,MOVIE,The Grief Tourist
2013,91,0.0,7.2,MOVIE,Coyote
2014,88,0.0,5.0,MOVIE,Sugar Daddies
2014,60,0.0,7.0,MOVIE,Elon Gold: Chosen and Taken
2013,155,0.0,6.3,MOVIE,David
2014,140,0.0,6.7,MOVIE,Vaayai Moodi Pesavum
2014,82,0.0,2.9,MOVIE,Grand Auto Theft: L.A.
2014,45,0.0,7.7,MOVIE,Lalaloopsy Girls: Welcome to L.A.L.A. Prep School
2014,44,3.0,9.0,SHOW,James Martin: Home Comforts
2014,78,0.0,6.4,MOVIE,The Immortalists
2014,90,0.0,6.0,MOVIE,A Christmas Kiss II
2013,82,0.0,4.8,MOVIE,Before Dawn
2014,100,0.0,6.8,MOVIE,Fair Play
2014,69,0.0,6.1,MOVIE,I Am Road Comic
2013,88,0.0,5.2,MOVIE,All I Want for Christmas
2014,69,0.0,6.0,MOVIE,The Sklar Brothers: What Are We Talking About?
2014,102,0.0,5.5,MOVIE,It's a Beautiful World
2013,90,0.0,3.6,MOVIE,Betrayal
2014,80,0.0,5.1,MOVIE,Brightest Star
2014,120,0.0,5.5,MOVIE,Bewakoofiyaan
2014,104,0.0,7.0,MOVIE,The Great Hypnotist
2014,114,0.0,5.8,MOVIE,Ungli
2014,88,0.0,5.3,MOVIE,K-9 Adventures: Legend of the Lost Gold
2014,76,0.0,6.8,MOVIE,Garnet’s Gold
2014,100,0.0,7.3,MOVIE,"Tommy Cooper: Not Like That, Like This"
2014,50,0.0,6.8,MOVIE,Morgan Murphy: Irish Goodbye
2013,143,0.0,5.4,MOVIE,Kanna Laddu Thinna Aasaiya
2013,45,1.0,7.1,SHOW,Hustling America
2014,61,0.0,6.9,MOVIE,Christian Finnegan: The Fun Part
2013,89,0.0,5.4,MOVIE,A Snow Globe Christmas
2014,88,0.0,7.3,MOVIE,"Out of Mind, Out of Sight"
2014,104,0.0,5.7,MOVIE,For the Emperor
2014,76,0.0,4.8,MOVIE,Amazon Jack
2014,48,3.0,7.1,SHOW,My Kitchen Rules New Zealand
2013,93,0.0,2.4,MOVIE,ICE Agent
2014,105,0.0,6.8,MOVIE,Guardian Angel
2014,60,0.0,5.8,MOVIE,Doug Benson: Doug Dynasty
2014,90,0.0,6.3,MOVIE,Name Me
2013,90,0.0,4.9,MOVIE,The Moment
2014,90,0.0,6.1,MOVIE,Night Has Settled
2013,60,0.0,6.9,MOVIE,Arnez J: Racially Motivated
2014,99,0.0,5.7,MOVIE,The Ten: Take
2014,86,0.0,4.0,MOVIE,Meltdown
2014,162,0.0,7.8,MOVIE,Cuckoo
2013,80,0.0,5.2,MOVIE,Heterosexual Jill
2013,97,0.0,5.1,MOVIE,Midnight Stallion
2013,43,1.0,7.5,SHOW,Istrebiteli
2014,82,0.0,6.5,MOVIE,A Year in Champagne
2014,80,0.0,3.0,MOVIE,Shhhh
2013,149,0.0,7.7,MOVIE,Moodar Koodam
2014,96,0.0,5.3,MOVIE,Blowfly Park
2013,90,0.0,4.3,MOVIE,"Abner, the Invisible Dog"
2013,27,2.0,8.4,SHOW,New England Legends
2014,77,0.0,6.2,MOVIE,Farmland
2013,77,0.0,8.0,MOVIE,Creating Freedom: The Lottery of Birth
2014,64,0.0,7.1,MOVIE,Eddie Pepitone: In Ruins
2014,89,0.0,7.0,MOVIE,Sinbad: Make Me Wanna Holla
2013,90,0.0,2.9,MOVIE,Torture Chamber
2014,66,0.0,6.8,MOVIE,"Myq Kaplan: Small, Dork and Handsome"
2014,148,0.0,7.5,MOVIE,Duniyadari
2014,88,0.0,4.4,MOVIE,Operation Rogue
2014,142,0.0,5.7,MOVIE,Aaha Kalyanam
2013,158,0.0,6.9,MOVIE,Varuthapadatha Valibar Sangam
2014,73,0.0,7.0,MOVIE,The Breaking Point
2013,78,0.0,4.4,MOVIE,The Privileged
2013,21,4.0,9.3,SHOW,Subaru Launch Control
2013,105,0.0,4.0,MOVIE,Angel of the Skies
2014,61,0.0,6.1,MOVIE,Jasper Redd: Jazz Talk
2014,90,0.0,2.8,MOVIE,Spirits
2014,164,0.0,4.8,MOVIE,Rummy
2013,84,0.0,5.3,MOVIE,Trapp Life
2013,95,0.0,6.6,MOVIE,My Little Sweet Pea
2013,4,2.0,7.5,SHOW,The Next Steps
2013,107,0.0,6.1,MOVIE,Land Without Evil: Ivy Maraey
2013,47,1.0,7.2,SHOW,Flower Boy Next Door
2014,19,2.0,7.3,SHOW,Space Racers
2014,131,0.0,6.0,MOVIE,Overheard 3
2014,60,0.0,7.2,MOVIE,Egypt's Lost Queens
2013,78,0.0,3.1,MOVIE,Dolls of Voodoo
2013,100,0.0,4.0,MOVIE,I Love You to Death
2013,106,0.0,8.5,MOVIE,Pitruroon
2013,96,0.0,3.6,MOVIE,F#Ck Nick Cannon
2013,82,0.0,7.8,MOVIE,Impact After the Crash
2013,104,0.0,5.7,MOVIE,Motivational Growth
2014,82,0.0,1.5,MOVIE,The Last Outlaw
2014,56,0.0,6.5,MOVIE,Richard Pryor: Icon
2014,85,0.0,5.1,MOVIE,Sanctuary
2013,137,0.0,6.5,MOVIE,Aurangzeb
2014,74,0.0,3.2,MOVIE,The Z
2014,100,0.0,7.5,MOVIE,Love Land
2013,88,0.0,7.3,MOVIE,The Box
2013,109,0.0,7.0,MOVIE,Thallana
2013,121,0.0,6.9,MOVIE,Pune 52
2014,85,0.0,6.7,MOVIE,Lake Los Angeles
2013,93,0.0,6.5,MOVIE,Rock the Casbah
2013,59,0.0,7.0,MOVIE,Henry VII: Winter King
2014,93,0.0,5.0,MOVIE,The Shop
2013,93,0.0,6.1,MOVIE,One Night in Vegas
2013,92,0.0,3.0,MOVIE,A Sierra Nevada Gunfight
2013,140,0.0,6.3,MOVIE,Vatthikuchi
2013,80,0.0,7.3,MOVIE,The Road to Fame
2014,124,0.0,5.3,MOVIE,Ishq Brandy
2014,120,0.0,8.0,MOVIE,The Lies We Tell But the Secrets We Keep: Part 3
2014,126,0.0,2.3,MOVIE,Inga Enna Solluthu
2014,43,0.0,6.7,MOVIE,Nick Thune: Folk Hero
2013,85,0.0,3.2,MOVIE,Templar Nation
2014,56,0.0,6.0,MOVIE,Italy's Mystery Mountains
2013,79,0.0,3.4,MOVIE,Plato's Reality Machine
2014,56,0.0,7.8,MOVIE,Horse Tribe
2014,84,0.0,6.1,MOVIE,A Haunting on Washington Avenue: The Temple Theatre
2014,59,0.0,6.9,MOVIE,D.L. Hughley: Clear
2013,93,0.0,6.4,MOVIE,The Identity Theft of Mitch Mustain
2013,123,0.0,5.7,MOVIE,Udhayam NH4
2014,90,0.0,2.7,MOVIE,Brutal
2014,70,0.0,7.8,MOVIE,Red Gold
2013,145,0.0,6.0,MOVIE,Khancha
2014,60,0.0,5.5,MOVIE,Jenny McCarthy's Dirty Sexy Funny
2013,57,0.0,7.0,MOVIE,Dana Gould: I Know It's Wrong
2014,90,0.0,5.6,MOVIE,Tennessee Queer
2014,78,0.0,3.8,MOVIE,Dangerous Obsession
2013,43,0.0,6.6,MOVIE,How We Got Gay
2014,120,0.0,5.2,MOVIE,Asha Black
2013,90,0.0,5.3,MOVIE,Gone Missing
2014,102,0.0,6.8,MOVIE,Patrick's Day
2013,150,0.0,4.9,MOVIE,Gori Tere Pyaar Mein
2014,121,0.0,4.7,MOVIE,Romeo Ranjha
2013,85,0.0,7.5,MOVIE,Trapper Jake
2013,60,0.0,7.0,MOVIE,Greg Fitzsimmons: Life on Stage
2014,90,0.0,6.1,MOVIE,The Tree That Saved Christmas
2013,65,0.0,5.8,MOVIE,Shane Mauss: Mating Season
2013,80,0.0,5.7,MOVIE,Available: A Modern Day Fairy Tale
2013,77,0.0,7.3,MOVIE,Locomotive
2013,76,0.0,6.5,MOVIE,Mike Case in: The Big Kiss Off
2014,149,0.0,6.2,MOVIE,Bonku Babu
2013,90,0.0,5.4,MOVIE,Who Needs Enemies
2013,168,0.0,5.0,MOVIE,Half Serious
2014,56,0.0,8.2,MOVIE,Omaha Beach: Honor and Sacrifice
2013,39,1.0,5.5,SHOW,The Gossip Game
2013,130,0.0,6.7,MOVIE,Jarab
2014,95,0.0,5.9,MOVIE,Soledad
2013,95,0.0,2.5,MOVIE,A Love That Hurts
2014,175,0.0,5.7,MOVIE,Sunstroke
2014,156,0.0,4.9,MOVIE,Vanmam
2014,98,0.0,5.7,MOVIE,Insanity
2014,93,0.0,7.7,MOVIE,Cows Wearing Glasses
2014,130,0.0,7.1,MOVIE,Punascha
2013,66,0.0,7.2,MOVIE,Joey: The Man Who Conquered the TT
2014,111,0.0,6.3,MOVIE,Nocturnal Agony
2013,28,0.0,6.3,MOVIE,Mouse and Mole at Christmas Time
2014,74,0.0,2.6,MOVIE,Spoken
2013,44,0.0,7.3,MOVIE,The Nazi Quest for the Holy Grail
2013,90,0.0,5.1,MOVIE,The Essentials
2014,44,2.0,8.5,SHOW,The Heart
2014,102,0.0,4.4,MOVIE,Enna Satham Indha Neram
2013,56,0.0,9.2,MOVIE,A Promise to My Father
2014,85,0.0,7.8,MOVIE,Beauty Factory
2013,43,5.0,7.8,SHOW,Backroads USA
2013,93,0.0,6.2,MOVIE,Licks
2014,90,0.0,5.0,MOVIE,The Adventures of RoboRex
2014,131,0.0,5.3,MOVIE,Vadacurry
2013,104,0.0,3.3,MOVIE,Crazy Enough
2014,135,0.0,6.1,MOVIE,Gogoler Kirti
2014,87,0.0,3.5,MOVIE,How to Love
2013,52,1.0,7.4,SHOW,Speed Dreams: The Fastest Place on Earth
2014,131,0.0,5.0,MOVIE,Vaanavarayan Vallavarayan
2013,100,0.0,5.9,MOVIE,A Box for Rob
2013,90,0.0,6.3,MOVIE,À corde tendue
2013,91,0.0,5.5,MOVIE,A Country Christmas
2013,141,0.0,5.8,MOVIE,Aadu Magaadra Bujji
2013,115,0.0,8.5,MOVIE,Tuhya Dharma Koncha?
2014,13,3.0,8.3,SHOW,Kungfood
2014,59,0.0,8.2,MOVIE,Building Burma's Death Railway: Moving Half the Mountain
2014,94,0.0,5.8,MOVIE,"Lock Me Up, Tie Him Down"
2014,90,0.0,3.8,MOVIE,Dark Disciple
2014,56,0.0,7.4,MOVIE,The Fidel Castro Tapes
2014,99,0.0,6.5,MOVIE,Burma
2014,147,0.0,7.8,MOVIE,Rama Madhav
2013,135,0.0,5.4,MOVIE,Sonna Puriyathu
2013,144,0.0,5.4,MOVIE,Samar
2014,22,0.0,6.2,MOVIE,8 Hours
2014,135,0.0,4.1,MOVIE,Bol Baby Bol
2014,154,0.0,7.7,MOVIE,Poovarasam Peepee
2014,139,0.0,3.2,MOVIE,Netru Indru
2013,136,0.0,5.4,MOVIE,Thagaraaru
2014,123,0.0,6.9,MOVIE,Shutter
2013,100,0.0,5.2,MOVIE,Transmigrate: The Troubled One
2013,100,0.0,6.0,MOVIE,Ticket to Ride
2014,148,0.0,7.9,MOVIE,Aalo Chhaya
2014,59,0.0,5.5,MOVIE,DocoBANKSY
2013,78,0.0,3.9,MOVIE,The Preacher and the Gun
2014,140,0.0,2.2,MOVIE,Incall
2013,106,0.0,6.8,MOVIE,I Was a Greenhouse
2014,143,0.0,2.8,MOVIE,Urban Turban
2013,150,0.0,5.1,MOVIE,Kevvu Keka
2014,84,0.0,4.1,MOVIE,It Never Sleeps
2014,114,0.0,6.2,MOVIE,Nerungi Vaa Muthamidathe
2013,96,0.0,6.6,MOVIE,Catching Hell in the City of Angels
2014,122,0.0,6.5,MOVIE,Hrid Majharey
2014,82,0.0,5.8,MOVIE,Thom & Dusty Go to Mexico: The Lost Treasure
2013,84,0.0,4.1,MOVIE,The Poisoning
2014,87,0.0,3.3,MOVIE,The Bone Garden
2013,120,0.0,7.7,MOVIE,Narbachi Wadi
2014,90,0.0,7.4,MOVIE,Lady Valor: The Kristin Beck Story
2013,13,2.0,8.0,SHOW,Boing the Play Ranger
2014,56,0.0,8.0,MOVIE,Walter Williams: Suffer No Fools
2013,105,0.0,4.2,MOVIE,Edge of Dawn
2014,150,0.0,7.6,MOVIE,Kaaviya Thalaivan
2013,102,0.0,6.0,MOVIE,Killing Oswald
2015,49,6.0,8.8,SHOW,Better Call Saul
2016,57,6.0,8.4,SHOW,Billions
2015,46,7.0,8.5,SHOW,Bosch
2016,49,6.0,8.2,SHOW,Animal Kingdom
2015,42,6.0,8.5,SHOW,The Expanse
2015,49,4.0,8.6,SHOW,Mr. Robot
2016,112,0.0,7.9,MOVIE,Arrival
2015,30,3.0,8.4,SHOW,Ash vs Evil Dead
2016,195,0.0,7.1,MOVIE,Silence
2016,25,2.0,8.7,SHOW,Fleabag
2016,118,0.0,7.6,MOVIE,Train to Busan
2016,60,1.0,8.1,SHOW,The Night Manager
2015,56,4.0,8.4,SHOW,Unforgotten
2016,145,0.0,8.1,MOVIE,The Handmaiden
2016,44,4.0,7.9,SHOW,Preacher
2015,58,5.0,8.3,SHOW,Poldark
2015,55,4.0,8.0,SHOW,The Man in the High Castle
2015,25,11.0,8.2,SHOW,Travel Man: 48 Hours in...
2015,55,1.0,8.0,SHOW,River
2016,118,0.0,6.2,MOVIE,The Neon Demon
2015,40,2.0,8.3,SHOW,Patriot
2016,52,4.0,8.2,SHOW,Goliath
2016,46,4.0,8.2,SHOW,The Durrells
2015,47,3.0,7.9,SHOW,Humans
2016,113,0.0,5.9,MOVIE,Teenage Mutant Ninja Turtles: Out of the Shadows
2016,138,0.0,7.8,MOVIE,Manchester by the Sea
2016,52,3.0,8.2,SHOW,Victoria
2015,87,0.0,7.1,MOVIE,Tangerine
2015,21,4.0,8.0,SHOW,Life in Pieces
2016,43,2.0,7.9,SHOW,The Exorcist
2016,125,0.0,6.5,MOVIE,A Quiet Passion
2015,25,4.0,8.2,SHOW,Catastrophe
2015,60,1.0,7.9,SHOW,Flesh and Bone
2016,22,2.0,7.2,SHOW,Kabaneri of the Iron Fortress
2015,116,0.0,7.7,MOVIE,A Man Called Ove
2016,110,0.0,6.7,MOVIE,Denial
2016,92,0.0,6.4,MOVIE,Love & Friendship
2015,49,3.0,8.1,SHOW,Sneaky Pete
2016,120,0.0,7.2,MOVIE,Anthropoid
2015,93,0.0,6.4,MOVIE,Hell House LLC
2016,118,0.0,7.3,MOVIE,Paterson
2016,59,1.0,7.8,SHOW,Mary Beard's Ultimate Rome: Empire Without Limit
2015,100,0.0,6.4,MOVIE,The DUFF
2015,43,4.0,7.6,SHOW,The Royals
2016,66,4.0,8.7,SHOW,The Grand Tour
2016,27,1.0,6.8,SHOW,Deep Water
2015,57,1.0,7.3,SHOW,Cuffs
2015,89,0.0,7.7,MOVIE,Meru
2016,124,0.0,7.1,MOVIE,Allied
2016,26,2.0,7.4,SHOW,The Tick
2016,41,3.0,7.0,SHOW,Delicious
2015,124,0.0,7.5,MOVIE,Trumbo
2016,110,0.0,8.9,MOVIE,Florence Foster Jenkins
2016,105,0.0,5.6,MOVIE,Monster Trucks
2015,115,0.0,7.0,MOVIE,Pawn Sacrifice
2016,84,0.0,5.8,MOVIE,Dater's Handbook
2015,118,0.0,7.0,MOVIE,The Dressmaker
2015,84,0.0,5.7,MOVIE,We Are Still Here
2016,125,0.0,7.7,MOVIE,The Salesman
2016,27,2.0,7.4,SHOW,One Mississippi
2016,83,0.0,7.0,MOVIE,Chicken People
2015,56,1.0,7.3,SHOW,The Beautiful Lie
2015,97,0.0,6.5,MOVIE,A Royal Night Out
2015,85,0.0,5.9,MOVIE,Absolutely Anything
2016,94,0.0,5.7,MOVIE,Pet
2016,100,0.0,6.1,MOVIE,The Last King
2016,103,0.0,6.2,MOVIE,Infinity Chamber
2015,129,0.0,6.9,MOVIE,Steve Jobs: The Man in the Machine
2015,51,1.0,8.2,SHOW,Good Girls Revolt
2015,30,1.0,7.0,SHOW,Z: The Beginning of Everything
2016,92,0.0,3.9,MOVIE,The Disappointments Room
2016,26,1.0,6.2,SHOW,I Love Dick
2015,43,2.0,7.9,SHOW,The Making of The Mob
2015,89,0.0,2.6,MOVIE,Dancin' - It's On!
2016,27,6.0,8.3,SHOW,Roadkill Garage
2015,46,3.0,8.2,SHOW,Landscape Artist of the Year
2015,83,0.0,5.2,MOVIE,The Lazarus Effect
2016,8,4.0,7.4,SHOW,Crayon Shin-chan Spin-off
2015,90,0.0,7.7,MOVIE,Above and Beyond
2015,80,0.0,5.1,MOVIE,Ratter
2016,115,0.0,7.3,MOVIE,The Innocents
2016,113,0.0,7.5,MOVIE,Frantz
2015,120,0.0,6.5,MOVIE,Hyena Road
2015,85,0.0,6.3,MOVIE,Kept Woman
2016,94,0.0,7.8,MOVIE,Restoration
2016,88,0.0,5.9,MOVIE,Wiener-Dog
2015,55,1.0,7.5,SHOW,Mad Dogs
2016,21,8.0,8.8,SHOW,Buzzfeed Unsolved: True Crime
2015,69,0.0,4.0,MOVIE,Llamageddon
2016,30,1.0,7.5,SHOW,Jean-Claude Van Johnson
2015,68,1.0,8.5,SHOW,Texas Rising
2015,127,0.0,5.8,MOVIE,Chi-Raq
2016,102,0.0,4.8,MOVIE,Rupture
2015,93,0.0,5.1,MOVIE,Pay the Ghost
2016,130,0.0,6.9,MOVIE,Yu-Gi-Oh!: The Dark Side of Dimensions
2016,89,0.0,4.3,MOVIE,The Curse of Sleeping Beauty
2015,110,0.0,6.9,MOVIE,I Am Dragon
2016,94,0.0,5.7,MOVIE,Stealing Cars
2015,116,0.0,7.0,MOVIE,Fathers and Daughters
2016,65,16.0,7.1,SHOW,The Collection
2016,97,0.0,6.6,MOVIE,Café Society
2016,111,0.0,6.4,MOVIE,The Commune
2016,24,7.0,8.7,SHOW,Buzzfeed Unsolved: Supernatural
2016,133,0.0,7.1,MOVIE,The King's Choice
2016,74,0.0,7.3,MOVIE,Can We Take a Joke?
2015,22,3.0,6.8,SHOW,Thunderbirds Are Go!
2016,87,0.0,6.4,MOVIE,Elvis & Nixon
2015,22,3.0,7.5,SHOW,Supermansion
2016,105,0.0,5.6,MOVIE,The Last Descent
2016,108,0.0,7.2,MOVIE,Gimme Danger
2016,141,0.0,5.4,MOVIE,Baar Baar Dekho
2015,95,0.0,7.1,MOVIE,Boy Meets Girl
2015,24,1.0,7.7,SHOW,Lupin the Third: The Italian Adventure
2015,94,0.0,5.3,MOVIE,The Cokeville Miracle
2015,28,3.0,8.3,SHOW,Just Add Magic
2015,80,0.0,6.3,MOVIE,No Men Beyond This Point
2015,106,0.0,5.8,MOVIE,The Girl King
2015,85,0.0,5.4,MOVIE,Addicted to Fresno
2015,91,0.0,4.7,MOVIE,Always Watching: A Marble Hornets Story
2016,81,0.0,6.8,MOVIE,Monolith
2015,90,0.0,3.1,MOVIE,Robert
2015,27,0.0,7.1,MOVIE,Stick Man
2016,45,2.0,5.6,SHOW,The Great British Benefits Handout
2015,115,0.0,5.5,MOVIE,Yakuza Apocalypse
2016,143,0.0,4.9,MOVIE,Rock On 2
2016,102,0.0,6.7,MOVIE,Burn Your Maps
2016,90,0.0,5.2,MOVIE,The Late Bloomer
2016,84,0.0,3.7,MOVIE,Satanic
2015,50,0.0,7.4,MOVIE,The Real Inglorious Bastards
2015,93,0.0,7.8,MOVIE,The Resurrection of Jake The Snake
2016,79,0.0,6.5,MOVIE,Already Tomorrow in Hong Kong
2016,90,0.0,4.9,MOVIE,All Roads Lead to Rome
2016,44,10.0,8.0,SHOW,HITOSHI MATSUMOTO Presents Documental
2015,44,1.0,6.6,SHOW,The Evolution of Evil
2015,88,0.0,4.0,MOVIE,Sharknado 3: Oh Hell No!
2015,60,0.0,8.1,MOVIE,Brad Williams: Fun Size
2016,85,0.0,3.9,MOVIE,Sharknado 4: The 4th Awakens
2016,98,0.0,6.1,MOVIE,Heartland
2015,111,0.0,7.4,MOVIE,Heidi
2015,20,3.0,7.2,SHOW,Fluffy's Food Adventures
2016,44,1.0,7.4,SHOW,The Private Lives of the Tudors
2016,44,1.0,6.0,SHOW,The Aliens
2016,100,0.0,5.4,MOVIE,The Watcher
2016,80,0.0,7.5,MOVIE,Alison
2016,90,0.0,4.9,MOVIE,Mothers and Daughters
2016,90,0.0,4.1,MOVIE,Arcadia
2015,93,0.0,3.5,MOVIE,Dark
2015,85,1.0,7.9,SHOW,Peter Allen: Not the Boy Next Door
2015,90,0.0,6.3,MOVIE,Forsaken
2015,129,0.0,5.3,MOVIE,Stonewall
2015,81,0.0,4.5,MOVIE,Drunk Wedding
2016,43,2.0,6.4,SHOW,Falling Water
2016,122,0.0,6.6,MOVIE,The Odyssey
2016,105,0.0,5.8,MOVIE,Despite the Falling Snow
2015,80,0.0,5.1,MOVIE,The Middle Distance
2016,85,0.0,6.9,MOVIE,The Guv'nor
2015,64,1.0,7.2,SHOW,Catching Milat
2016,119,0.0,3.6,MOVIE,ISRA 88
2016,32,2.0,7.8,SHOW,Kamen Rider Amazons
2015,103,0.0,6.7,MOVIE,Microbe and Gasoline
2016,85,0.0,4.6,MOVIE,Diverge
2015,99,0.0,4.0,MOVIE,Superfast!
2015,100,0.0,6.4,MOVIE,Dare to Be Wild
2016,88,0.0,5.9,MOVIE,Three
2015,95,0.0,6.4,MOVIE,Oddball
2016,85,0.0,5.5,MOVIE,It Had to Be You
2016,24,1.0,6.6,SHOW,Crisis in Six Scenes
2015,78,0.0,5.5,MOVIE,Darling
2016,98,0.0,4.3,MOVIE,Terrordactyl
2016,75,0.0,8.3,MOVIE,George Fest: A Night to Celebrate the Music of George Harrison
2015,89,0.0,5.7,MOVIE,Ava's Possessions
2015,109,0.0,6.8,MOVIE,The Final Master
2015,91,0.0,7.0,MOVIE,A Girl Like Her
2015,104,0.0,5.1,MOVIE,Pound of Flesh
2015,120,0.0,6.7,MOVIE,SPL II: A Time for Consequences
2016,97,0.0,5.4,MOVIE,Creative Control
2015,90,0.0,7.6,MOVIE,Tab Hunter Confidential
2015,24,2.0,7.1,SHOW,Himouto! Umaru-chan
2015,81,0.0,5.8,MOVIE,Chloe and Theo
2015,75,0.0,5.6,MOVIE,7 Chinese Brothers
2015,86,0.0,6.2,MOVIE,Waffle Street
2015,19,10.0,7.2,SHOW,Nature Cat
2015,90,0.0,5.1,MOVIE,The Benefactor
2016,25,1.0,6.4,SHOW,The Oddbods Show
2016,76,0.0,5.8,MOVIE,Scare Campaign
2016,10,3.0,7.2,SHOW,WellieWishers
2016,110,0.0,8.3,MOVIE,Gleason
2016,86,0.0,5.4,MOVIE,Baked in Brooklyn
2015,97,0.0,5.2,MOVIE,A Date with Miss Fortune
2016,92,0.0,5.0,MOVIE,Virtual Revolution
2016,86,0.0,5.8,MOVIE,Accidentally Engaged
2016,108,0.0,7.4,MOVIE,Ice Guardians
2015,2,4.0,7.4,SHOW,Barbie Vlogger
2016,86,0.0,5.8,MOVIE,Transpecos
2015,86,0.0,5.0,MOVIE,American Hero
2015,107,0.0,6.1,MOVIE,Moonwalkers
2016,90,0.0,6.7,MOVIE,Serena
2015,85,0.0,3.7,MOVIE,Path
2015,86,0.0,5.0,MOVIE,Plague
2015,143,0.0,8.2,MOVIE,Rammstein in Amerika
2016,112,0.0,6.1,MOVIE,The White Knights
2016,94,0.0,5.2,MOVIE,2149: The Aftermath
2015,90,0.0,5.8,MOVIE,The Ultimate Legacy
2015,81,0.0,8.2,MOVIE,Mully
2016,22,1.0,8.0,SHOW,Tokyo Girl
2016,90,0.0,6.4,MOVIE,Diani and Devine Meet the Apocalypse
2016,90,0.0,3.3,MOVIE,Zoombies
2016,95,0.0,5.0,MOVIE,Johnny Frank Garrett's Last Word
2016,103,0.0,4.9,MOVIE,Camino
